,vol_dHP,vol_dBP,vol_dEE,vol_resid,ac1_resid,coup_dHP_dEE,coup_dBP_dEE,coup_dHP_dresid
2025-09-02 12:00:00,0.24699449999999956,0.7695560499999985,0.19737444999999454,0.18554040178430142,0.343568196999409,0.8587662939851818,0.4930802087327639,-0.3705624279867405
2025-09-02 12:15:00,0.26075599999998644,0.7757649000000058,0.1981071999999955,0.18332689817047765,0.3828753105809469,0.8571583710637809,0.4895713503405313,-0.37124406007492555
2025-09-02 12:30:00,0.25949099999999703,0.7585459499999949,0.20197089999999562,0.1779946882432064,0.39128183699603786,0.8561258969471064,0.48800341484879095,-0.36739748766412944
2025-09-02 12:45:00,0.26075599999998644,0.7267781999999983,0.20583459999999576,0.17266247831593518,0.36507263967991904,0.8475499776143335,0.47256639174500814,-0.3572337741989601
2025-09-02 13:00:00,0.25635500000001343,0.7556448999999965,0.20990809999999982,0.17975754127857968,0.3150405634450787,0.8340060468797201,0.4557090224192079,-0.336381659806273
2025-09-02 13:15:00,0.25366100000002234,0.7221735000000038,0.2143567000000033,0.17518521527361486,0.2913881291491398,0.8268246519019857,0.4461252495919508,-0.3277911159751547
2025-09-02 13:30:00,0.25635500000001343,0.7556448999999965,0.20990809999999982,0.17975754127857968,0.29517248721736183,0.8263450094405871,0.4429675896058748,-0.3281853344110289
2025-09-02 13:45:00,0.2590490000000045,0.7221735000000038,0.21398160000000388,0.1843298672835445,0.29092243413767066,0.8261382187487224,0.44584693651977436,-0.32303303962296237
2025-09-02 14:00:00,0.2613905000000045,0.7198451999999982,0.21506945000000144,0.1779946882432064,0.28783861591534626,0.8253079817188638,0.4358174310905765,-0.317744119933139
2025-09-02 14:15:00,0.2691199999999867,0.7185961000000063,0.21398160000000388,0.18332689817047765,0.28575350220399076,0.8254862008651809,0.43362257764480927,-0.3144898348134088
2025-09-02 14:30:00,0.2613905000000045,0.7075748500000003,0.20531164999999874,0.18554040178430142,0.2877081777398091,0.8250157388262084,0.434260592078142,-0.3134875899812004
2025-09-02 14:45:00,0.2620250000000226,0.7185961000000063,0.21398160000000388,0.18332689817047765,0.27284662827077744,0.8227234906763307,0.4383299422795961,-0.30325514224936057
2025-09-02 15:00:00,0.273887000000002,0.7198451999999982,0.21506945000000144,0.18554040178430142,0.27623334082828543,0.8268342688620507,0.44014644537694725,-0.303735871759024
2025-09-02 15:15:00,0.29701300000002107,0.7221735000000038,0.2157821999999996,0.18151669308247875,0.28032439054714114,0.8467346370634994,0.4910465739724423,-0.2701124409039006
2025-09-02 15:30:00,0.273887000000002,0.7198451999999982,0.21506945000000144,0.18554040178430142,0.27300479937060423,0.8454841301079328,0.4924265270784021,-0.26654741139939986
2025-09-02 15:45:00,0.2756789999999967,0.7185961000000063,0.216157299999999,0.18151669308247875,0.2743486889090557,0.8499504831571613,0.5050766593103589,-0.2631557488682126
2025-09-02 16:00:00,0.31015750000000253,0.724475850000001,0.21506945000000144,0.17658810114267354,0.26736379614003686,0.8501939235840394,0.5004033922776987,-0.2721839589065571
2025-09-02 16:15:00,0.3345340000000192,0.7267781999999983,0.216157299999999,0.18332689817047765,0.258025548077185,0.8559678216684523,0.5037460501842472,-0.2961141385452394
2025-09-02 16:30:00,0.3413770000000085,0.7530602500000008,0.22299639999999954,0.17658810114267354,0.25763108811833896,0.8592205309768725,0.5118633299172275,-0.29946568100538057
2025-09-02 16:45:00,0.3421209999999917,0.7504679000000039,0.22497510000000176,0.1724908992170242,0.2576039378222608,0.8619363118083831,0.5150975885793676,-0.29507166553337866
2025-09-02 17:00:00,0.3413770000000085,0.7404117499999998,0.22299639999999954,0.16960516897870193,0.25742941977672906,0.8619030302173035,0.5147364848590982,-0.29475972826123514
2025-09-02 17:15:00,0.3366400000000169,0.7267781999999983,0.22101769999999732,0.16936103384253443,0.2556409921537189,0.860989286638503,0.5127569317471621,-0.2949544585886655
2025-09-02 17:30:00,0.32492000000000587,0.7404117499999998,0.21506945000000144,0.1679003845026692,0.25922981845738813,0.8606766663424228,0.5081887966426598,-0.29464275968527526
2025-09-02 17:45:00,0.31530599999999254,0.7586499999999958,0.21398160000000388,0.16643973516280397,0.2636378569504094,0.8601804413653027,0.506759684660774,-0.2963987438782311
2025-09-02 18:00:00,0.3229974999999996,0.751271550000002,0.21506945000000144,0.1679003845026692,0.2543593047616219,0.8580798580209044,0.5040521456347282,-0.29063370456992194
2025-09-02 18:15:00,0.33297600000000216,0.7267781999999983,0.216157299999999,0.16643973516280397,0.25528115214857405,0.8584260174889576,0.5054603788199451,-0.2886029230718084
2025-09-02 18:30:00,0.35126500000001215,0.751271550000002,0.21842000000000183,0.153675905182606,0.254217062241146,0.8587068379168373,0.48879759400413414,-0.2834462945533856
2025-09-02 18:45:00,0.35797899999997185,0.7267781999999983,0.22068270000000467,0.14993786906786255,0.2532490708727373,0.8584115274940479,0.48450984376532485,-0.2816793705787216
2025-09-02 19:00:00,0.36329900000001203,0.724475850000001,0.22299639999999954,0.14516332377301921,0.2502614648985814,0.8578429803920627,0.484570746314114,-0.2784802111989572
2025-09-02 19:15:00,0.3570440000000019,0.7221735000000038,0.22101769999999732,0.14993786906786255,0.24602469547891426,0.8574233442444075,0.48399223641023725,-0.2814159336943213
2025-09-02 19:30:00,0.36329900000001203,0.7307501499999951,0.21531639999999896,0.14516332377301921,0.2428194313816376,0.856489547139925,0.48242930766549097,-0.2810411347241793
2025-09-02 19:45:00,0.3570440000000019,0.7221735000000038,0.22101769999999732,0.14993786906786255,0.2190266201400673,0.8475751016646024,0.46719083486172497,-0.2831250454226649
2025-09-02 20:00:00,0.35834549999999865,0.7336511999999935,0.22253254999999683,0.153675905182606,0.2367435585660752,0.8459148135912997,0.45734039945196203,-0.27785383526240953
2025-09-02 20:15:00,0.3594200000000001,0.7221735000000038,0.22404739999999634,0.14731240687682146,0.23785931163161447,0.8459714763629038,0.45705118988071824,-0.27375391194477255
2025-09-02 20:30:00,0.35834549999999865,0.7336511999999935,0.22253254999999683,0.14516332377301921,0.23898829597080676,0.8459232914853378,0.45753961855360137,-0.2728239623895561
2025-09-02 20:45:00,0.35156300000002716,0.7221735000000038,0.22404739999999634,0.14731240687682146,0.23068643533138566,0.8446765771527809,0.45920201207095224,-0.26938078704435464
2025-09-02 21:00:00,0.3554915000000136,0.7307501499999951,0.2256361499999997,0.153675905182606,0.21334130241277338,0.8408340219325238,0.45977186279892474,-0.26882545436060656
2025-09-02 21:15:00,0.35156300000002716,0.7404060000000001,0.22404739999999634,0.14731240687682146,0.22461097380826595,0.8401677114889077,0.45883335899988414,-0.26829014915678207
2025-09-02 21:30:00,0.35834549999999865,0.7215748000000026,0.2256361499999997,0.14706681462504534,0.22537434400710366,0.8408798130820813,0.45422448271409577,-0.2711237765497057
2025-09-02 21:45:00,0.3594200000000001,0.7209761000000015,0.22722490000000306,0.14682122237326922,0.2241305931007157,0.8418528991776901,0.4538184925616796,-0.2654906985130692
2025-09-02 22:00:00,0.35834549999999865,0.7081737500000003,0.22856700000000174,0.14706681462504534,0.20841350237513037,0.8370673691819256,0.45154572864910153,-0.25916125009997526
2025-09-02 22:15:00,0.36238099999997075,0.7029770000000042,0.22722490000000306,0.15117672898170298,0.205020890322453,0.8341987407401609,0.45147121468021933,-0.25930439652563353
2025-09-02 22:30:00,0.3643265000000184,0.7081737500000003,0.2256361499999997,0.15236317408708544,0.2047586422066485,0.8342916806540849,0.44940632255234836,-0.2618752380705761
2025-09-02 22:45:00,0.3743430000000103,0.7027436000000051,0.22404739999999634,0.1535496191924679,0.19990857103032322,0.8335144770863607,0.44945100011004446,-0.26688535276254227
2025-09-02 23:00:00,0.3747794999999883,0.695328,0.21878949999999975,0.15236317408708544,0.20189921595449445,0.8322590877117692,0.44624223817034814,-0.26814109841931444
2025-09-02 23:15:00,0.3901575000000008,0.6985755000000005,0.21878949999999975,0.16424717775702646,0.20497086856943314,0.8317884307017693,0.44857579825100286,-0.2713260543836467
2025-09-02 23:30:00,0.38076050000000805,0.6859593000000039,0.21878949999999975,0.16424717775702646,0.2053671701450615,0.8317839380545305,0.44927824225405644,-0.27038090904515305
2025-09-02 23:45:00,0.3940900000000056,0.6912727499999995,0.21878949999999975,0.16424717775702646,0.20043669404906356,0.8298857744144443,0.44647879685868547,-0.27461839579727915
2025-09-03 00:00:00,0.38076050000000805,0.6835289000000024,0.21878949999999975,0.17885574876159538,0.21120830948448535,0.8288934784831421,0.44542169955475436,-0.27764182878383914
2025-09-03 00:15:00,0.3860324999999989,0.6841557999999992,0.22276714999999925,0.1754388634625066,0.22043765054761785,0.8295864393659222,0.4537452116594069,-0.2778915191416589
2025-09-03 00:30:00,0.38892150000000925,0.6835289000000024,0.22276714999999925,0.16331853834601162,0.2301660836314964,0.8310445314909327,0.4682993654275803,-0.2845040838782483
2025-09-03 00:45:00,0.38892150000000925,0.6716715499999992,0.22411349999999786,0.17768153833719325,0.2199029497738742,0.8292656990779986,0.468927798163409,-0.28359635673191846
2025-09-03 01:00:00,0.38892150000000925,0.6556030000000028,0.22637395000000282,0.184073888194483,0.2171727971595728,0.830027759438329,0.4812200688556303,-0.28203081257217766
2025-09-03 01:15:00,0.3947430000000054,0.6311129500000021,0.22855500000000006,0.18450654461622662,0.21712656733967448,0.83033627661816,0.4827989491482385,-0.28139486729557817
2025-09-03 01:30:00,0.37551900000001126,0.6311129500000021,0.22072229999999848,0.18042068144884027,0.2176460112501121,0.8305323350561199,0.48158580833468373,-0.28091715904655784
2025-09-03 01:45:00,0.38534549999998546,0.6286124000000015,0.22922670000000167,0.1793154857942838,0.20739990212803183,0.8225902414065138,0.47225541896595263,-0.28029132403598184
2025-09-03 02:00:00,0.39285349999998687,0.6471814999999985,0.22770729999999872,0.18335593660475524,0.20655229218645843,0.8159050210583584,0.4637241114129356,-0.2809771480524704
2025-09-03 02:15:00,0.38302700000001266,0.6112487000000009,0.22855500000000006,0.18023504758020437,0.20575789696756067,0.8165431039235916,0.4681664654869507,-0.2817352337835969
2025-09-03 02:30:00,0.3818444999999997,0.5964385000000014,0.22072229999999848,0.18518060093467525,0.20597505586760892,0.8162195051061786,0.4776435214906777,-0.284941056347827
2025-09-03 02:45:00,0.3818444999999997,0.600127699999998,0.22164000000000073,0.1859131317167595,0.21293793525657245,0.8177404512141994,0.4744193043702029,-0.2801995970867436
2025-09-03 03:00:00,0.3818444999999997,0.5720939499999993,0.22770729999999872,0.18099518568167028,0.21888730653718844,0.8208566311581121,0.4895515222918073,-0.2813911820887767
2025-09-03 03:15:00,0.37551900000001126,0.560081499999999,0.22770729999999872,0.17690932251428393,0.2448597306417184,0.8226657483053619,0.49612478007094113,-0.2805783206825006
2025-09-03 03:30:00,0.38892150000000925,0.539059899999998,0.22855500000000006,0.17885574876159538,0.27972953971304076,0.825276664601139,0.5061096354446869,-0.2857166825696809
2025-09-03 03:45:00,0.38892150000000925,0.539772499999998,0.22770729999999872,0.17690932251428393,0.27749979933913405,0.8318344155863683,0.5106233012392164,-0.28721372964281877
2025-09-03 04:00:00,0.37551900000001126,0.5480957500000017,0.22770729999999872,0.18103145031353307,0.2535334700760715,0.8286308913275261,0.5109766379065975,-0.2892235424269986
2025-09-03 04:15:00,0.38892150000000925,0.5645571499999988,0.22072229999999848,0.17885574876159538,0.21705033984051272,0.8312647452261007,0.5146089883907566,-0.28844201372208095
2025-09-03 04:30:00,0.394117499999993,0.5645571499999988,0.2269331500000007,0.17684545056303946,0.20490798604847776,0.8320879774414343,0.5159187744296385,-0.2884375742716444
2025-09-03 04:45:00,0.37551900000001126,0.5480957500000017,0.2269331500000007,0.1740891196545178,0.1922342945743602,0.8328420829575419,0.516199175771619,-0.28767270571629955
2025-09-03 05:00:00,0.38233999999999924,0.5395945999999974,0.22160915000000259,0.1740891196545178,0.19416956851583853,0.832645152329549,0.5155216196354769,-0.2907591270261148
2025-09-03 05:15:00,0.38534549999998546,0.5270741500000007,0.22160915000000259,0.1740891196545178,0.17330511102681473,0.8302536138214087,0.5167049870183552,-0.2905767325511943
2025-09-03 05:30:00,0.39717100000000016,0.5395945999999974,0.2269331500000007,0.1744013530963997,0.14573819545839514,0.8237989009479266,0.5193951443881611,-0.28244502543603706
2025-09-03 05:45:00,0.38534549999998546,0.539772499999998,0.2269331500000007,0.17566272157523954,0.18972784553174674,0.8226984480719255,0.5164847756507088,-0.2829098453972947
2025-09-03 06:00:00,0.37551900000001126,0.539772499999998,0.22160915000000259,0.17566272157523954,0.23514905639892372,0.8247867551675785,0.5336665444503386,-0.2822488924801543
2025-09-03 06:15:00,0.39717100000000016,0.5270741500000007,0.21336624999999998,0.1774787166716827,0.22883578855690534,0.8254155408063196,0.5469430833344966,-0.28351292891877455
2025-09-03 06:30:00,0.39717100000000016,0.5270741500000007,0.21727465000000024,0.1744013530963997,0.23138747919461647,0.8295337985805541,0.5566329661872569,-0.2872590574573877
2025-09-03 06:45:00,0.4046175000000005,0.5250760000000021,0.20565935000000124,0.17386110416798317,0.229272755496338,0.8310548463569214,0.5628042495969773,-0.2904892561986773
2025-09-03 07:00:00,0.4046175000000005,0.5395945999999974,0.20780764999999946,0.17386110416798317,0.22618453934193353,0.8294982507219437,0.5528218304055021,-0.2890565872326915
2025-09-03 07:15:00,0.39717100000000016,0.5535784999999933,0.21727465000000024,0.17386110416798317,0.22638472701855594,0.8288318375539013,0.5495644540193598,-0.2884724105247224
2025-09-03 07:30:00,0.391349500000004,0.5395945999999974,0.21869395000000225,0.1708895843802054,0.23076269312748132,0.8302368388481672,0.5511186998599068,-0.2871168566591569
2025-09-03 07:45:00,0.4045915000000093,0.5785410499999948,0.21727465000000024,0.1737808016040674,0.2345389508434008,0.8306947187511471,0.5491413295678511,-0.28735777572651783
2025-09-03 08:00:00,0.39717100000000016,0.6015191500000014,0.21727465000000024,0.17386110416798317,0.2259037515916749,0.8286898809389119,0.5543962148489748,-0.2880882122300754
2025-09-03 08:15:00,0.4046175000000005,0.6015191500000014,0.21950564999999855,0.17693846774326616,0.2071470173409496,0.9187761233676336,0.7825452783856462,-0.4309459981143053
2025-09-03 08:30:00,0.42474349999999106,0.6070706000000001,0.21950564999999855,0.17663014969281576,0.3021039395333382,0.9218908968939296,0.7902894983315432,-0.43282204829802085
2025-09-03 08:45:00,0.4317620000000062,0.6090175500000008,0.2236055499999985,0.17386110416798317,0.3532517434497685,0.9227988208753674,0.7890313579671069,-0.438355482823953
2025-09-03 09:00:00,0.43573049999999114,0.5966263500000046,0.2269331500000007,0.17693846774326616,0.41065238436053886,0.9163208239959594,0.7638046947457289,-0.44082372067084136
2025-09-03 09:15:00,0.4379835000000156,0.6015301500000021,0.2269331500000007,0.1774787166716827,0.4573605604952628,0.9156772373816794,0.7532260920661222,-0.4358011139359538
2025-09-03 09:30:00,0.4430769999999882,0.6015301500000021,0.22565819999999803,0.18188402109773705,0.4888527010284261,0.9156220840468328,0.7526536872643709,-0.43573099825542144
2025-09-03 09:45:00,0.4558564999999817,0.6015301500000021,0.22770729999999872,0.18188402109773705,0.5259122326396525,0.9268150612880157,0.7772611877800383,-0.41114391513894416
2025-09-03 10:00:00,0.4558564999999817,0.6015301500000021,0.21465500000000048,0.17693846774326616,0.5462891090819771,0.9261480677163694,0.7466770829755379,-0.4065451105241598
2025-09-03 10:15:00,0.45852650000000494,0.6181878500000018,0.21325000000000216,0.17384607198089697,0.5678896549925327,0.9213885599133581,0.7356930934588088,-0.39087082593663497
2025-09-03 10:30:00,0.4558564999999817,0.613946949999999,0.21465500000000048,0.17384607198089697,0.5761062998505372,0.9109719423299552,0.6943527411202386,-0.3478214906619518
2025-09-03 10:45:00,0.458366500000011,0.613946949999999,0.22072229999999848,0.17094681929136613,0.5738518664563015,0.93660225793704,0.70859957995482,-0.2324744114935785
2025-09-03 11:00:00,0.4706545000000091,0.6097259999999984,0.22770729999999872,0.17220818777020597,0.5692510018221919,0.9355607852943214,0.7088554753898936,-0.22466348163503397
2025-09-03 11:15:00,0.4858599999999882,0.613946949999999,0.22770729999999872,0.16980202724143822,0.5530333013527402,0.9324892806032022,0.7050351253178445,-0.24233022431675472
2025-09-03 11:30:00,0.48068250000000035,0.6142262500000015,0.22315824999999734,0.17406084080764117,0.5543589921251751,0.9365344061162578,0.7053742843946883,-0.25895459929543163
2025-09-03 11:45:00,0.4920594999999963,0.6168221500000008,0.22043555000000126,0.17442249302350277,0.5214283395989217,0.9283281152268046,0.6416886661049575,-0.19872270446557586
2025-09-03 12:00:00,0.5078179999999861,0.6245151,0.22315824999999734,0.17406084080764117,0.5178887714403693,0.9273451419969773,0.6338649655442342,-0.20549901385902317
2025-09-03 12:15:00,0.5072834999999856,0.6210630500000036,0.22315824999999734,0.17442249302350277,0.5195901005477687,0.9271385542472159,0.6329609721984086,-0.206901320937378
2025-09-03 12:30:00,0.5378325000000075,0.6241197499999984,0.22315824999999734,0.17716286860880714,0.5180304899604191,0.9234940478660448,0.6110471650799697,-0.21075811852397777
2025-09-03 12:45:00,0.5378325000000075,0.6241197499999984,0.21651459999999645,0.17937630729119292,0.5312230840810694,0.9249509967733736,0.6143517240605699,-0.21104653534330725
2025-09-03 13:00:00,0.5578225000000288,0.6294188999999974,0.21651459999999645,0.17601880047653395,0.539720605874546,0.9265452171033616,0.5907106488408118,-0.21015227016148277
2025-09-03 13:15:00,0.5740820000000184,0.6371634500000027,0.23399530000000013,0.17570958104981216,0.5428984375790771,0.9281622371691578,0.5939539308827878,-0.20928000500152463
2025-09-03 13:30:00,0.5850114999999789,0.6416072999999969,0.24476394999999584,0.17601880047653395,0.544599842928044,0.927901286220567,0.5952391106804679,-0.21370185965253766
2025-09-03 13:45:00,0.6209409999999878,0.6371634500000027,0.24522109999999842,0.17937630729119292,0.5459946896564496,0.9273541444202361,0.5918228168395476,-0.21224067930105037
2025-09-03 14:00:00,0.6209409999999878,0.6294188999999974,0.24522109999999842,0.17937630729119292,0.5519421368945603,0.9275875278791434,0.5931702163325038,-0.2129148026328222
2025-09-03 14:15:00,0.6578065000000066,0.6300423999999971,0.2382832999999991,0.17813123918680773,0.5533213643632267,0.9274845277483059,0.5942696753253579,-0.21465248460550604
2025-09-03 14:30:00,0.6578065000000066,0.6300423999999971,0.22386934999999752,0.17813123918680773,0.5592336377559094,0.927536251252058,0.5939413145768476,-0.21534877382764303
2025-09-03 14:45:00,0.6641314999999963,0.6300423999999971,0.22063094999999677,0.1752498205181645,0.5602485841609087,0.9281069461058504,0.5935605333035756,-0.21833050393923475
2025-09-03 15:00:00,0.6722564999999889,0.6294188999999974,0.2283287499999993,0.1752498205181645,0.5615046986406034,0.9278517852880418,0.5941494037234919,-0.21715872173012615
2025-09-03 15:15:00,0.6722564999999889,0.6294188999999974,0.2283287499999993,0.1752498205181645,0.5649921122347928,0.9260531909341683,0.5864681364045591,-0.2242373084326244
2025-09-03 15:30:00,0.672844000000012,0.6380912999999993,0.2283287499999993,0.1752498205181645,0.5664521552638945,0.9259656460824334,0.5858704434466008,-0.22392612812499946
2025-09-03 15:45:00,0.6643189999999919,0.6380912999999993,0.22180179999999794,0.17813123918680773,0.5575803729803436,0.9207942869456632,0.5504304805043596,-0.21867100718750876
2025-09-03 16:00:00,0.6643189999999919,0.6380912999999993,0.22386934999999752,0.17813123918680773,0.5586875932423804,0.8718120168030228,-0.05695236426371695,-0.21923471404406514
2025-09-03 16:15:00,0.6643189999999919,0.6380912999999993,0.22386934999999752,0.17813123918680773,0.5269812495901331,0.8897939900737758,-0.019292393842009585,-0.31112691317874297
2025-09-03 16:30:00,0.6643189999999919,0.6380912999999993,0.22386934999999752,0.1815150831502912,0.5363795256217173,0.8990890422529828,0.07629774909215332,-0.27113528394187514
2025-09-03 16:45:00,0.6643189999999919,0.6380912999999993,0.22360940000000085,0.18357547819989506,0.5322202435624317,0.8933262259465048,0.06594762068338317,-0.2777298278989063
2025-09-03 17:00:00,0.6722564999999889,0.6488925499999993,0.22857169999999982,0.18357547819989506,0.5333616081678717,0.9213637730477698,0.00926969907333234,-0.23934835687426506
2025-09-03 17:15:00,0.6789830000000023,0.6422699000000023,0.2369506500000007,0.18706880366412193,0.5318484463131341,0.9214182001674602,0.011089219325947225,-0.23378720975330797
2025-09-03 17:30:00,0.6872299999999854,0.6488925499999993,0.24770355000000066,0.18706880366412193,0.5373830021232137,0.9215065652063887,0.01153360586060663,-0.23199639778223896
2025-09-03 17:45:00,0.6789830000000023,0.6380912999999993,0.2575881500000001,0.18845846911548492,0.5440853645107414,0.9207930155693564,0.011357656690697104,-0.22715029524626215
2025-09-03 18:00:00,0.6919369999999958,0.6488925499999993,0.24415485000000103,0.18845846911548492,0.5451752121901459,0.9199723297381307,0.0141526428964731,-0.24002895466015275
2025-09-03 18:15:00,0.7089380000000034,0.6597530499999991,0.25905150000000177,0.18845846911548492,0.5494539508142745,0.9199053902347715,0.014670174559319973,-0.242181005750529
2025-09-03 18:30:00,0.7089380000000034,0.6539989999999989,0.25905150000000177,0.18845846911548492,0.5592494975295823,0.9200775632581399,0.01692448635774553,-0.23991208994104654
2025-09-03 18:45:00,0.7089380000000034,0.6648594999999986,0.2575881500000001,0.19150090838020617,0.5773216914768095,0.9199679599314116,0.01718980176591619,-0.24091653879605154
2025-09-03 19:00:00,0.7338330000000042,0.6908558499999948,0.2540408499999991,0.1909909450009799,0.5918822242580088,0.9196929520584146,0.017223767266347178,-0.2434890301846043
2025-09-03 19:15:00,0.7428089999999941,0.717430849999996,0.25905150000000177,0.18845846911548492,0.6004100418627552,0.9199237607649708,0.018747527272929495,-0.24390856274085457
2025-09-03 19:30:00,0.7504765000000049,0.7407922999999954,0.25795259999999587,0.1909909450009799,0.6152625189880032,0.9202871940720483,0.021122776555649217,-0.24904073187063333
