,EE,EE_pred,resid,resid_pct
2025-09-01 23:00:00,41.4469566,40.71790628609155,0.7290503139084521,1.7904906720547211
2025-09-01 23:15:00,41.53634,40.76922857659259,0.7671114234074139,1.8815941586097276
2025-09-01 23:30:00,41.5391922,40.87967969809538,0.6595125019046222,1.6133015394818504
2025-09-01 23:45:00,41.2612267,40.836381041929165,0.4248456580708364,1.0403606961023844
2025-09-02 00:00:00,41.4699135,40.855830003448496,0.6140834965515012,1.5030498621608435
2025-09-02 00:15:00,41.7337379,40.896503861818765,0.8372340381812364,2.0472019833531134
2025-09-02 00:30:00,41.4904442,40.86003017290256,0.6304140270974372,1.5428623631206062
2025-09-02 00:45:00,41.3409767,40.82605118259607,0.5149255174039311,1.2612670157613508
2025-09-02 01:00:00,41.5581856,40.91292018688394,0.6452654131160642,1.5771678241704354
2025-09-02 01:15:00,41.5220451,40.91963307778832,0.6024120222116807,1.472183343058072
2025-09-02 01:30:00,41.53634,40.86942960250262,0.6669103974973822,1.6318074511530356
2025-09-02 01:45:00,41.7134933,40.94694377914994,0.766549520850063,1.8720555189283448
2025-09-02 02:00:00,41.477787,40.8627404801371,0.6150465198629007,1.505152402007564
2025-09-02 02:15:00,41.75164,40.90668285145381,0.8449571485461931,2.06557239464887
2025-09-02 02:30:00,41.3581429,40.66287854735297,0.6952643526470297,1.7098257120124354
2025-09-02 02:45:00,41.3477821,40.825219003499974,0.5225630965000292,1.2800007183188153
2025-09-02 03:00:00,41.5861244,40.77911006774016,0.8070143322598398,1.9789895633310022
2025-09-02 03:15:00,41.4146767,40.792910452350235,0.6217662476497665,1.524201732004499
2025-09-02 03:30:00,41.9061432,40.94808324183884,0.9580599581611651,2.3396942721418132
2025-09-02 03:45:00,41.3915024,40.97447696263704,0.41702543736295894,1.0177687874898989
2025-09-02 04:00:00,41.25959,40.80127141223016,0.45831858776984546,1.1232948677978323
2025-09-02 04:15:00,41.04666,40.863619874906526,0.183040125093477,0.44792929665508663
2025-09-02 04:30:00,41.233757,40.8779809025208,0.35577609747920036,0.8703367671891566
2025-09-02 04:45:00,41.31536,40.789066430450916,0.5262935695490825,1.2902809885253468
2025-09-02 05:00:00,41.097496,40.77109149340979,0.32640450659020814,0.8005782887685701
2025-09-02 05:15:00,41.4803352,40.82303077587404,0.6573044241259609,1.6101313685764376
2025-09-02 05:30:00,41.4835625,40.79443417869072,0.6891283213092763,1.689270448735008
2025-09-02 05:45:00,41.4668579,40.7686633172504,0.6981945827496006,1.71257658686635
2025-09-02 06:00:00,41.7358932,40.80655886259094,0.9293343374090597,2.277414129768778
2025-09-02 06:15:00,41.31431,40.766672855767816,0.5476371442321835,1.343345203003737
2025-09-02 06:30:00,41.7409248,40.83166489118067,0.9092599088193296,2.2268499490348304
2025-09-02 06:45:00,41.4930038,40.800444937230345,0.6925588627696513,1.6974296820417571
2025-09-02 07:00:00,41.55006,40.786921944849425,0.7631380551505771,1.8710361526728208
2025-09-02 07:15:00,41.62356,40.93369652805916,0.6898634719408392,1.6853192612789143
2025-09-02 07:30:00,41.7200661,40.80462681519459,0.9154392848054087,2.24346932261251
2025-09-02 07:45:00,41.4617538,40.82925887915481,0.6324949208451898,1.5491217284086123
2025-09-02 08:00:00,41.4584465,40.701668672587196,0.7567778274128045,1.8593287501318065
