,EE,EE_pred,resid,resid_pct
2025-01-01 01:00:00,34.5751839,36.48591102346285,-1.9107271234628485,-5.236890267682024
2025-01-01 01:15:00,34.9139442,36.53186388762698,-1.61791968762698,-4.428790418697894
2025-01-01 01:30:00,34.6337852,36.52957513853498,-1.895789938534982,-5.189739906214011
2025-01-01 01:45:00,34.8000641,36.69448862677878,-1.8944245267787778,-5.162694992283585
2025-01-01 02:00:00,34.63614,36.59890460174687,-1.9627646017468692,-5.362905319448239
2025-01-01 02:15:00,34.7050133,36.4918655482843,-1.7868522482843048,-4.896576871138657
2025-01-01 02:30:00,34.5681763,36.71810851027293,-2.1499322102729295,-5.855236823191547
2025-01-01 02:45:00,34.6686058,36.614285116483785,-1.9456793164837833,-5.313989636268596
2025-01-01 03:00:00,34.5959854,36.49534745381456,-1.8993620538145564,-5.204395043007137
2025-01-01 03:15:00,34.61739,36.49507529439914,-1.877685294399143,-5.145037458485006
2025-01-01 03:30:00,34.74477,36.563138489993726,-1.8183684899937234,-4.973228680823881
2025-01-01 03:45:00,34.63436,36.60016737565772,-1.9658073756577181,-5.3710338411325145
2025-01-01 04:00:00,34.88501,36.815925266777036,-1.9309152667770348,-5.24478266615645
2025-01-01 04:15:00,34.5880737,36.66032728657935,-2.0722535865793503,-5.652577977223795
2025-01-01 04:30:00,34.7614021,36.680949883493746,-1.9195477834937478,-5.233091808120093
2025-01-01 04:45:00,34.6009254,36.59412353814215,-1.993198138142148,-5.446771080784685
2025-01-01 05:00:00,34.77339,36.63647175812089,-1.8630817581208916,-5.085319815786896
2025-01-01 05:15:00,34.5411453,36.347724072811964,-1.8065787728119673,-4.970266554222263
2025-01-01 05:30:00,34.6503525,36.50871117085057,-1.8583586708505706,-5.090178785424583
2025-01-01 05:45:00,34.7087669,36.695604126360294,-1.9868372263602936,-5.414373938411464
2025-01-01 06:00:00,35.0166664,36.938754512569055,-1.9220881125690568,-5.203445914547641
2025-01-01 06:15:00,34.790226,36.76240417776786,-1.9721781777678657,-5.364660505420765
2025-01-01 06:30:00,34.8934479,36.83749272715769,-1.9440448271576898,-5.277353813291648
2025-01-01 06:45:00,35.0080147,36.752056255133986,-1.7440415551339896,-4.74542578795264
2025-01-01 07:00:00,34.89051,36.82080840639818,-1.9302984063981796,-5.242411804469673
2025-01-01 07:15:00,34.75836,36.80418805743319,-2.0458280574331837,-5.558682762517829
2025-01-01 07:30:00,34.8304329,36.789346852930784,-1.9589139529307857,-5.324677170164903
2025-01-01 07:45:00,34.75637,36.71973332965317,-1.9633633296531698,-5.346888856808903
2025-01-01 08:00:00,34.81113,36.683051768501464,-1.8719217685014655,-5.102960845010238
2025-01-01 08:15:00,35.1462555,36.957049457586656,-1.8107939575866538,-4.8997254493078275
2025-01-01 08:30:00,35.1379738,36.9120611962785,-1.774087396278503,-4.806253941888696
2025-01-01 08:45:00,35.1204262,36.93461729293242,-1.8141910929324254,-4.911898987727098
2025-01-01 09:00:00,34.94992,36.710361451915034,-1.7604414519150353,-4.795489290458076
2025-01-01 09:15:00,34.932354,36.868381540537264,-1.9360275405372676,-5.251186679861659
2025-01-01 09:30:00,35.14284,36.9723042189509,-1.8294642189509034,-4.948201789417211
2025-01-01 09:45:00,34.83202,36.811401103221876,-1.9793811032218755,-5.377087108614925
