,EE,EE_pred,resid,resid_pct
2025-04-07 13:15:00,21.7770977,24.37068311348903,-2.5935854134890306,-10.64223518647902
2025-04-07 13:30:00,30.804245,33.347917903868314,-2.5436729038683126,-7.6276813179189515
2025-04-07 13:45:00,22.040802,25.17082681464235,-3.1300248146423506,-12.435129118688925
2025-04-07 14:00:00,29.2102852,31.72827648795191,-2.517991287951908,-7.936111149649298
2025-04-07 14:15:00,25.9438858,28.379333681653833,-2.4354478816538325,-8.581765551557885
2025-04-07 14:30:00,27.6035175,30.037541059441786,-2.434023559441787,-8.103271684673048
2025-04-07 14:45:00,28.9920864,31.260703539212393,-2.2686171392123917,-7.257089196238701
2025-04-07 15:00:00,36.19355,37.99274791195219,-1.7991979119521915,-4.735635116790747
2025-04-07 15:15:00,41.5300636,43.47848004265134,-1.948416442651343,-4.481335227772437
2025-04-07 15:30:00,47.94623,47.501173508539765,0.4450564914602353,0.9369378871876144
2025-04-07 15:45:00,46.3611641,47.63983947068207,-1.2786753706820662,-2.6840463462706943
2025-04-07 16:00:00,51.9085426,49.081843035170955,2.826699564829042,5.759155300675022
2025-04-07 16:15:00,47.3035927,48.45210686446291,-1.1485141644629095,-2.3704111932133225
2025-04-07 16:30:00,47.78193,47.179220671143284,0.6027093288567187,1.2774889459447134
2025-04-07 16:45:00,45.2742653,46.92855130524797,-1.6542860052479682,-3.52511628685834
2025-04-07 17:00:00,46.76378,46.815368849725736,-0.051588849725739294,-0.11019639702366998
2025-04-07 17:15:00,44.87437,46.452565705322776,-1.578195705322777,-3.397434956196487
2025-04-07 17:30:00,45.8042221,46.49831400459038,-0.6940919045903797,-1.4927248857278095
2025-04-07 17:45:00,45.02544,46.30209501559826,-1.2766550155982586,-2.757229484255904
2025-04-07 18:00:00,44.9276276,46.78003070296784,-1.8524031029678412,-3.9598159195956235
2025-04-07 18:15:00,46.6084023,46.71635379277577,-0.10795149277576854,-0.23107859242315737
2025-04-07 18:30:00,44.96844,46.68462456220141,-1.7161845622014056,-3.6761237308759007
2025-04-07 18:45:00,48.48404,47.98580285999307,0.4982371400069283,1.0383011439042125
2025-04-07 19:00:00,45.715313,47.868233831623606,-2.1529208316236037,-4.497598217633216
2025-04-07 19:15:00,48.2450447,48.084544555564776,0.16050014443522542,0.3337873861938262
2025-04-07 19:30:00,46.31378,47.7485553576983,-1.4347753576982996,-3.004856056795814
2025-04-07 19:45:00,47.251915,48.10144865754712,-0.84953365754712,-1.766129048618223
2025-04-07 20:00:00,49.293354,48.069367758937084,1.2239862410629172,2.5462915326889295
2025-04-07 20:15:00,46.7462921,48.09374555413839,-1.347453454138389,-2.801722840699902
2025-04-07 20:30:00,49.7121124,48.35207567444119,1.360036725558814,2.8127783690529893
2025-04-07 20:45:00,46.0562859,48.375821716108725,-2.3195358161087256,-4.794824633100425
2025-04-07 21:00:00,48.57583,48.305551863736675,0.27027813626332886,0.5595177486549504
2025-04-07 21:15:00,46.77307,48.51383987176319,-1.7407698717631916,-3.5881923104099265
2025-04-07 21:30:00,48.1665459,48.10818927585264,0.058356624147364755,0.12130289047618802
2025-04-07 21:45:00,48.93289,48.43515384273112,0.4977361572688821,1.0276340999866145
2025-04-07 22:00:00,47.8869247,48.303343573743376,-0.4164188737433747,-0.8620911989407929
2025-04-07 22:15:00,48.7721062,48.37987519283074,0.39223100716926496,0.8107317466320964
2025-04-07 22:30:00,47.42846,48.470758242791746,-1.0422982427917447,-2.150365046015653
2025-04-07 22:45:00,49.376133,48.560751382293525,0.8153816177064783,1.6790959663852876
2025-04-07 23:00:00,39.60562,42.310858476509,-2.7052384765089954,-6.393721550251562
2025-04-07 23:15:00,42.422924,43.20062504010539,-0.7777010401053914,-1.800207842787948
2025-04-07 23:30:00,40.7630653,42.727014683844516,-1.9639493838445148,-4.596505041076746
2025-04-07 23:45:00,41.61556,42.7788557057551,-1.1632957057550968,-2.71932403652068
2025-04-08 00:00:00,41.8723,42.87891675679848,-1.0066167567984792,-2.3475797266704026
2025-04-08 00:15:00,40.223217,42.16628355431341,-1.9430665543134111,-4.608104842369123
2025-04-08 00:30:00,41.2128639,42.20142679665136,-0.9885628966513593,-2.342486905513348
2025-04-08 00:45:00,40.02618,42.19972064773042,-2.1735406477304267,-5.15060435085445
2025-04-08 01:00:00,41.4655457,42.438575410441956,-0.9730297104419563,-2.292795413209237
2025-04-08 01:15:00,39.895443,42.15555160610475,-2.260108606104751,-5.361354602171671
2025-04-08 01:30:00,41.1632462,42.7870743880411,-1.6238281880410952,-3.7951372260566427
2025-04-08 01:45:00,40.52916,42.1118976546313,-1.582737654631302,-3.7584097197701056
2025-04-08 02:00:00,40.8366966,42.488916635935546,-1.6522200359355423,-3.8885906413960107
2025-04-08 02:15:00,41.09373,42.26799826300963,-1.1742682630096297,-2.7781496907017655
2025-04-08 02:30:00,39.8928452,42.300987033387,-2.408141833387006,-5.6928738600977
2025-04-08 02:45:00,40.7960472,42.49637485285029,-1.7003276528502909,-4.0011122330738
2025-04-08 03:00:00,39.5268,42.01099012398558,-2.4841901239855773,-5.913191087984532
2025-04-08 03:15:00,41.67545,42.39857089737616,-0.7231208973761625,-1.7055312999262267
2025-04-08 03:30:00,39.04772,41.550529501700105,-2.5028095017001064,-6.0235321467989955
2025-04-08 03:45:00,40.72367,41.973031620966495,-1.2493616209664964,-2.976581801974036
2025-04-08 04:00:00,40.9733925,42.29390054006627,-1.3205080400662652,-3.1222186253909325
2025-04-08 04:15:00,40.1178627,42.355362927938955,-2.237500227938952,-5.282684584112075
2025-04-08 04:30:00,41.23314,42.508252425296604,-1.275112425296605,-2.9996820677054874
2025-04-08 04:45:00,39.33814,42.017214235571096,-2.6790742355710933,-6.376134839760586
2025-04-08 05:00:00,41.46522,42.52192597374733,-1.0567059737473272,-2.4850849286547567
2025-04-08 05:15:00,39.71706,42.17197184710574,-2.454911847105741,-5.821192938300374
2025-04-08 05:30:00,41.1319923,42.500808096126136,-1.3688157961261354,-3.220681811579249
2025-04-08 05:45:00,37.4962463,38.81986784202653,-1.3236215420265296,-3.409649789156603
2025-04-08 06:00:00,28.0070076,29.46944138389099,-1.4624337838909902,-4.962543282854376
2025-04-08 06:15:00,27.889843,28.998876198466892,-1.1090331984668929,-3.8244006108261708
2025-04-08 06:30:00,27.7745819,29.431477363236123,-1.656895463236122,-5.629671398370941
2025-04-08 06:45:00,28.1015167,29.411610478660208,-1.3100937786602067,-4.454342204792743
2025-04-08 07:00:00,27.8438816,29.3405196551346,-1.4966380551346,-5.100925521176609
2025-04-08 07:15:00,27.8827457,29.680414746155556,-1.797669046155555,-6.056751772272331
2025-04-08 07:30:00,27.8506317,29.309105144735927,-1.458473444735926,-4.976178691002703
