t_end,regime,status,window_flag,score_Q_time,score_Q_space,score_T2_time,score_T2_space,reason_codes
2025-01-01 02:45:00,3,normal,False,0.046696921660944246,0.8955075591519093,0.6489548736536566,3.043247467454763,
2025-01-01 03:00:00,3,normal,False,0.039076156276857746,0.9377106420176813,0.6368520396606947,2.971400059665209,
2025-01-01 03:15:00,3,normal,False,0.042188380147991325,0.8962067053237406,0.6354538306214451,2.972273307934613,
2025-01-01 03:30:00,3,normal,False,0.04340108268295731,0.9359337793321734,0.6300751729515941,2.934804078150897,
2025-01-01 03:45:00,3,normal,False,0.07156519391695944,0.9701064449330292,0.6159844586668543,2.8563388290710243,
2025-01-01 04:00:00,3,normal,False,0.06932837632973635,1.018929560371863,0.6224182450806222,2.87847837714111,
2025-01-01 04:15:00,3,normal,False,0.06221005208607583,1.0625919740900454,0.6239261910879719,2.874948753595276,
2025-01-01 04:30:00,3,normal,False,0.06137963625086848,1.123109911948919,0.6140273094830088,2.8114079641004195,
2025-01-01 04:45:00,3,normal,False,0.06543091672743713,1.1187579968213177,0.596524466320419,2.718973376543862,
2025-01-01 05:00:00,3,normal,False,0.06991002569265453,1.0936696212029657,0.5893738108935886,2.685970431537382,
2025-01-01 05:15:00,3,normal,False,0.06566262663673414,1.1201594268277486,0.5848144216173007,2.6529780799926845,
2025-01-01 05:30:00,3,normal,False,0.06356548875390945,1.1175470600805018,0.5792843681916484,2.6240336678694947,
2025-01-01 05:45:00,3,normal,False,0.09081098446925506,1.1086346337213833,0.6074937956122242,2.7679585448575215,
2025-01-01 06:00:00,3,normal,False,0.09836369891748842,1.0722850167440876,0.5995483136910218,2.7370945504485467,
2025-01-01 06:15:00,3,normal,False,0.0802015694766999,1.0460585948335732,0.5815354993631222,2.65437541038398,
2025-01-01 06:30:00,3,normal,False,0.08410689315186748,1.0813942315689773,0.587636657467181,2.676931454655379,
2025-01-01 06:45:00,3,normal,False,0.12126104096338969,1.0689286407057494,0.5687699834823415,2.5874943090728104,
2025-01-01 07:00:00,3,normal,False,0.1252940143906307,1.0926017493753095,0.5748552663219363,2.6170696205579453,
2025-01-01 07:15:00,3,normal,False,0.15636860171861594,1.1430353581853174,0.5957821370274683,2.7171963048153005,
2025-01-01 07:30:00,3,normal,False,0.15773877098908018,1.1193151869118982,0.5971058125545535,2.7337278785241694,
2025-01-01 07:45:00,3,normal,False,0.12267433523423527,1.1112272858704495,0.5827449603016044,2.6646512202674018,
2025-01-01 08:00:00,3,normal,False,0.12337391437684683,1.1223784949050657,0.584407663634637,2.6705598248350766,
2025-01-01 08:15:00,3,normal,False,0.11340382578680427,1.169003794656915,0.5903575936237881,2.6894793148468863,
2025-01-01 08:30:00,3,normal,False,0.10479486371306833,1.103885508214381,0.5892157878337116,2.6991631700895993,
2025-01-01 08:45:00,3,normal,False,0.040756954568295506,1.1693964648114576,0.6257088121204333,2.8688149423631484,
2025-01-01 09:00:00,3,normal,False,0.04540002096959081,1.1509897822174215,0.6261905357282559,2.874394411028757,
2025-01-01 09:15:00,3,normal,False,0.024560645224813354,1.1177498175218485,0.607809762500486,2.7881411245155925,
2025-01-01 09:30:00,3,normal,False,0.021872830954139735,1.1142606514603024,0.6000910959588807,2.748600879238218,
2025-01-01 09:45:00,3,normal,False,0.019160313616801275,1.0979283419645138,0.5926740581573094,2.714344396493361,
2025-01-01 10:00:00,3,normal,False,0.0849015650255603,1.0919110769019478,0.56848008201584,2.5930575508108027,
