,vol_dHP,vol_dBP,vol_dEE,vol_resid,ac1_resid,coup_dHP_dEE,coup_dBP_dEE,coup_dHP_dresid
2025-01-01 09:15:00,0.4740600000000086,1.0622000000000043,0.09122810000000214,0.09520628247210539,0.02480679057942294,0.1653646253018633,0.12907497647396501,-0.43455269910988525
2025-01-01 09:30:00,0.501616999999996,0.9886869999999988,0.09465020000000024,0.09317289318336464,0.024752203352556578,0.18406365912996644,0.13160449391007573,-0.43904931614559467
2025-01-01 09:45:00,0.4740600000000086,0.9151739999999933,0.09074860000000484,0.09195404241575034,0.02458727749786863,0.1884545321952161,0.13298046927868476,-0.4387620498142917
2025-01-01 10:00:00,0.501616999999996,0.9886869999999988,0.09156249999999844,0.09154677315518711,0.02502461277519103,0.19087892442423016,0.1362386123180125,-0.42818077527833237
2025-01-01 10:15:00,0.4914090000000044,0.9788779999999946,0.10604980000000097,0.09359792782870358,0.028564996746599833,0.18855603999281406,0.13713187103447735,-0.42139109921708096
2025-01-01 10:30:00,0.4668270000000092,0.9886869999999988,0.09465020000000024,0.09154677315518711,0.0858935406249181,0.20708902698487136,0.05693786658620007,-0.42110214893925135
2025-01-01 10:45:00,0.45959400000000983,0.9788779999999946,0.10604980000000097,0.10044075428580612,0.17166595985504707,0.19862019070656872,0.0542325578703213,-0.4249312553789702
2025-01-01 11:00:00,0.4668270000000092,0.9886869999999988,0.10889470000000046,0.09864546108543237,0.23792134120700756,0.3014723562825934,0.12033889000165149,-0.42046332773424544
2025-01-01 11:15:00,0.4435420000000079,0.9697060000000022,0.10604980000000097,0.09359792782870358,0.2682674576835626,0.3017515941528259,0.11875070627164609,-0.4200654317334886
2025-01-01 11:30:00,0.4668270000000092,0.9886869999999988,0.09211030000000164,0.09154677315518711,0.2980099018284761,0.29895617721448847,0.11830384982140549,-0.42019290029603057
2025-01-01 11:45:00,0.45959400000000983,1.0076679999999953,0.09122810000000214,0.08949561848167065,0.33032820176586186,0.31088578886171175,0.031676059758550694,-0.41780747224172193
2025-01-01 12:00:00,0.4668270000000092,0.9540530000000018,0.09465020000000024,0.09154677315518711,0.37639015350880495,0.3372864705787893,0.03062584112586705,-0.3823780518670516
2025-01-01 12:15:00,0.49011200000001054,0.8877899999999954,0.10897130000000033,0.08949561848167065,0.45030666316612616,0.3638972048368419,0.03412638176394971,-0.3794747257474633
2025-01-01 12:30:00,0.501616999999996,0.8790570000000031,0.10067740000000214,0.09154677315518711,0.5198221623368642,0.4055758762871913,0.04495953860899862,-0.39887233210727885
2025-01-01 12:45:00,0.5131219999999814,0.8877899999999954,0.11810420000000477,0.09359792782870358,0.5691158711783278,0.43780445932696704,0.07216169432734294,-0.4159348613315835
2025-01-01 13:00:00,0.5568035000000009,0.9540530000000018,0.10974580000000245,0.09864546108543237,0.6081669748017071,0.5223263000181655,0.10866633387121331,-0.41476393193436617
2025-01-01 13:15:00,0.5699670000000197,0.9221720000000033,0.12393450000000428,0.10021719848960231,0.6514191871123787,0.5323914150256579,0.117177042603322,-0.40996594042642026
2025-01-01 13:30:00,0.5408960000000036,0.9712440000000058,0.12323505000000168,0.09154677315518711,0.68595616087544,0.5327526842365354,0.09621909300586609,-0.4095765859123006
2025-01-01 13:45:00,0.5699670000000197,1.00408800000001,0.12393450000000428,0.10044075428580612,0.7190070493177746,0.5328849744368214,0.09715728949037501,-0.4154044467935197
2025-01-01 14:00:00,0.5861310000000088,0.9459390000000027,0.10974580000000245,0.10195509641588174,0.731572290095994,0.5228447979736404,0.09646968263489607,-0.4328267437232219
2025-01-01 14:15:00,0.602294999999998,0.8877899999999954,0.11381659999999982,0.10369299434216117,0.7436406993312147,0.5147113963813534,0.09675992571523531,-0.4503111006936714
2025-01-01 14:30:00,0.5861310000000088,0.8790570000000031,0.09853359999999967,0.10528707576300178,0.7644029401563516,0.5134255325081264,0.09914562930136542,-0.4489906478963874
2025-01-01 14:45:00,0.5686700000000258,0.808722000000003,0.10468369999999538,0.10369299434216117,0.7805737382126068,0.5150790221957995,0.09373974952000645,-0.44815073358379676
2025-01-01 15:00:00,0.5408960000000036,0.8937999999999988,0.10536674999999818,0.10405689827514308,0.7949768281575105,0.5135048715597509,0.0837284342373907,-0.4481667671446194
2025-01-01 15:15:00,0.5118249999999875,0.9788779999999946,0.10468369999999538,0.10369299434216117,0.7934137217591613,0.5050919943549126,0.09761715613784847,-0.4438111052473896
2025-01-01 15:30:00,0.5300395000000151,0.9886869999999988,0.11139395000000007,0.10528707576300178,0.7511952851145012,0.5602983913551379,0.046355044046405516,-0.5716380391344686
2025-01-01 15:45:00,0.5686700000000258,0.9151739999999933,0.10897130000000033,0.1071047129800462,0.7399665291555331,0.5391126090699268,0.0432614261946612,-0.59161629362462
2025-01-01 16:00:00,0.5408960000000036,0.9630624999999995,0.11139395000000007,0.10738887762226312,0.735917126848834,0.5404616296498106,0.0728699987177538,-0.5760177007046784
2025-01-01 16:15:00,0.5131219999999814,0.9152449999999988,0.10897130000000033,0.1071047129800462,0.7371069092887783,0.5379032327715586,0.07206956079927167,-0.577253359112228
2025-01-01 16:30:00,0.501616999999996,0.9509270000000001,0.11492190000000235,0.10742549445684801,0.7257133816305474,0.5146721070852758,0.043795776790231285,-0.5651108081191833
2025-01-01 16:45:00,0.5131219999999814,0.9866090000000014,0.11586989999999986,0.10767304226448005,0.7126773568156275,0.491248528568549,0.036892235416533,-0.5820116587784384
2025-01-01 17:00:00,0.5423609999999996,0.9785690000000073,0.1138047499999999,0.10742549445684801,0.7142110246266545,0.48458987493099737,0.02195260681881363,-0.5811698213593384
2025-01-01 17:15:00,0.5147549999999796,0.9705290000000133,0.10897130000000033,0.10767304226448005,0.7155764577401101,0.4854412169475031,0.029591970205922927,-0.5771278528290417
2025-01-01 17:30:00,0.501616999999996,0.9985119999999981,0.10591034999999849,0.11248027747554801,0.7199125662312168,0.48314268306533076,0.03477091466585461,-0.5763876800176104
2025-01-01 17:45:00,0.4884790000000123,0.9738919999999922,0.10468369999999538,0.11728751268661597,0.7339161120375586,0.4827180846534143,0.039111562162451714,-0.5738776516199051
2025-01-01 18:00:00,0.4668270000000092,0.998864999999995,0.10591034999999849,0.12049340048766055,0.7532754539177277,0.4826286868410919,0.038202924658808174,-0.5748591848854055
2025-01-01 18:15:00,0.4884790000000123,1.0238379999999978,0.10284939999999665,0.12329655319703647,0.7613462407472364,0.4765328679264393,0.03908220804842922,-0.5871452635843971
2025-01-01 18:30:00,0.501616999999996,0.995160999999996,0.09711684999999548,0.12360166827227559,0.7702438883140756,0.4729665825859428,0.039023164219530164,-0.5928487628520869
2025-01-01 18:45:00,0.49011200000001054,1.016762,0.10176219999999603,0.12329655319703647,0.7825570298434877,0.47315506964764836,0.04234046457368257,-0.5911583321256968
2025-01-01 19:00:00,0.501616999999996,0.9861789999999928,0.0956560999999958,0.12018025504372432,0.7903400523879867,0.4747842227669397,0.041365904905288714,-0.5929476430071544
2025-01-01 19:15:00,0.49011200000001054,1.016762,0.09138429999999431,0.12329655319703647,0.7971037757516523,0.47063846084821226,0.050795895976749814,-0.5906605365263488
2025-01-01 19:30:00,0.4668270000000092,0.9861789999999928,0.08723935000000083,0.12018025504372432,0.8104576884200758,0.47204116708479826,0.049045694449499175,-0.5905764566824212
2025-01-01 19:45:00,0.4884790000000123,0.9738919999999922,0.09138429999999431,0.12307299740083266,0.8131175905116959,0.46076269101616973,0.04692681841737565,-0.5975146775588337
2025-01-01 20:00:00,0.501616999999996,0.9630624999999995,0.09348554999999337,0.1234979207428708,0.8176969416428227,0.4596930339509208,0.04749104289655874,-0.5999884067421999
2025-01-01 20:15:00,0.5131219999999814,0.9555959999999857,0.09850829999999178,0.12329655319703647,0.8248228270708015,0.4656714650556746,0.05005889954816321,-0.6015922048463448
2025-01-01 20:30:00,0.501616999999996,0.972362000000004,0.09813819999999396,0.1234979207428708,0.8293840962787971,0.4644579570997735,0.05218546697638027,-0.6017813483135869
2025-01-01 20:45:00,0.4884790000000123,0.9705290000000133,0.09850829999999178,0.12369928828870513,0.8341622009991919,0.4660558259559307,0.06111913150329059,-0.5969315347182023
2025-01-01 21:00:00,0.501616999999996,0.9630624999999995,0.09348554999999337,0.1234979207428708,0.838074759365454,0.46478142323687577,0.06168679075630482,-0.5999825419036326
2025-01-01 21:15:00,0.5147549999999796,0.9555959999999857,0.08954999999999558,0.12369928828870513,0.8417717789943719,0.4609401598450228,0.06087358165274198,-0.6035619669571629
2025-01-01 21:30:00,0.501616999999996,0.9565484999999967,0.09348554999999337,0.12784384351019895,0.8451505789081225,0.4566242246550426,0.05520717103852267,-0.6008473467849075
2025-01-01 21:45:00,0.5147549999999796,0.9522330000000068,0.09138429999999431,0.12392284408490895,0.8482611901440709,0.4611695177062373,0.05612038236567472,-0.5997278495281062
2025-01-01 22:00:00,0.501616999999996,0.9086105000000018,0.0956560999999958,0.1234979207428708,0.8511977002035368,0.46272105796996454,0.050799859359738,-0.5993767038211658
2025-01-01 22:15:00,0.5131219999999814,0.927962000000008,0.09138429999999431,0.12369928828870513,0.8539700116847907,0.45762244689373294,0.04937824431985597,-0.602399855235241
2025-01-01 22:30:00,0.501616999999996,0.9444129999999973,0.0956560999999958,0.12784384351019895,0.8554439773341902,0.4549496952162454,0.05955548460832279,-0.597592796493513
2025-01-01 22:45:00,0.49011200000001054,0.9522330000000068,0.09386839999999808,0.13176484293548896,0.857259993221919,0.45563222826723876,0.07445435710217756,-0.5884500730386892
2025-01-01 23:00:00,0.48450050000001,0.9444129999999973,0.0956560999999958,0.13346840367295343,0.8584776938571832,0.4516508780821767,0.07688995246526839,-0.5904743039444756
2025-01-01 23:15:00,0.4884790000000123,0.927962000000008,0.09386839999999808,0.13198839873169277,0.8602075429633993,0.45965102060640306,0.07846574193784216,-0.5889027092545944
2025-01-01 23:30:00,0.48450050000001,0.8975744999999975,0.09200879999999856,0.13346840367295343,0.8608426875751605,0.4530310143490743,0.0783909380095902,-0.5863672488842763
2025-01-01 23:45:00,0.49011200000001054,0.867186999999987,0.09392930000000632,0.13198839873169277,0.8648091480813638,0.46099250813681647,0.08264709611017773,-0.5813650042641643
2025-01-02 00:00:00,0.48450050000001,0.8589559999999921,0.0980736499999999,0.13438078854196078,0.8666566446055527,0.45769427350114744,0.08180024351405628,-0.5816851467409768
2025-01-02 00:15:00,0.49011200000001054,0.8424980000000062,0.09392930000000632,0.1351719644104179,0.8683613450561393,0.4526422790032318,0.07972759901106288,-0.5843562370497306
2025-01-02 00:30:00,0.48450050000001,0.8329054999999954,0.09200879999999856,0.13346840367295343,0.8722520684341648,0.45324422737864833,0.08046705935355304,-0.5838356258504147
2025-01-02 00:45:00,0.4884790000000123,0.8150859999999938,0.09122810000000214,0.13198839873169277,0.8755416013267795,0.4601098674821909,0.08381055879678866,-0.5830636175940468
2025-01-02 01:00:00,0.48450050000001,0.7905384999999967,0.0953331999999989,0.13438078854196078,0.8756370098764062,0.4581624448609212,0.08037263060635574,-0.5739514017313205
2025-01-02 01:15:00,0.48450050000001,0.7905384999999967,0.09200879999999856,0.13402200972659273,0.8756840102462135,0.458839818091414,0.10010753819961664,-0.5774735189604732
2025-01-02 01:30:00,0.501616999999996,0.8166274999999956,0.09711684999999548,0.13564416747045271,0.8735252758067245,0.45532458428037426,0.0984214703655264,-0.5882078030243085
2025-01-02 01:45:00,0.5423609999999996,0.8166274999999956,0.0980736499999999,0.13674303870977056,0.8730086560258318,0.4603431217130762,0.09858709955185209,-0.5973621279548712
2025-01-02 02:00:00,0.5861310000000088,0.8136134999999953,0.09931570000000178,0.13674303870977056,0.873146912295975,0.4649357335246518,0.09217511896375478,-0.5994359875582541
2025-01-02 02:15:00,0.5861310000000088,0.7807579999999987,0.09581224999999804,0.13674303870977056,0.8739043874588807,0.4673365912481594,0.10018553237624327,-0.5992487674447547
2025-01-02 02:30:00,0.5861310000000088,0.7807579999999987,0.09560650000000237,0.13674303870977056,0.874995326934959,0.46555295167041816,0.1059311825326012,-0.5989968400654122
2025-01-02 02:45:00,0.5861310000000088,0.7807579999999987,0.09560650000000237,0.13564416747045271,0.8764321827017595,0.4672194076425983,0.10437783076171589,-0.5987092332734675
2025-01-02 03:00:00,0.5577084999999897,0.8136134999999953,0.09560650000000237,0.13402200972659273,0.883249896167205,0.47314075914651393,0.11384257680692986,-0.5943377622436645
2025-01-02 03:15:00,0.5032344999999907,0.8136134999999953,0.0938988500000022,0.13034801121856887,0.8918814392984187,0.4941990822191567,0.11398229347351915,-0.5821818642361581
2025-01-02 03:30:00,0.5032344999999907,0.8166274999999956,0.09357105000000132,0.12810154699972642,0.8922875959695764,0.535900268671948,0.14246942923780231,-0.5700223353668789
2025-01-02 03:45:00,0.5102689999999939,0.8302564999999973,0.09357105000000132,0.12899966602480717,0.8927473108454186,0.5290080190132826,0.125397363537121,-0.5719501371800557
2025-01-02 04:00:00,0.5102689999999939,0.8166274999999956,0.09560650000000237,0.12899966602480717,0.8929494298974741,0.53729948152609,0.09444550726916043,-0.5693124671178094
2025-01-02 04:15:00,0.5411104999999878,0.8166274999999956,0.09610610000000008,0.1302630449532991,0.89049257755334,0.5330538329484018,0.1054928110624283,-0.5685974769486402
2025-01-02 04:30:00,0.5411104999999878,0.8166274999999956,0.09702035000000109,0.13136191619261695,0.8913103935205017,0.5416814580184428,0.14221501666445144,-0.5495061954745429
2025-01-02 04:45:00,0.5032344999999907,0.8302564999999973,0.09702035000000109,0.1316113901470608,0.8913747882461637,0.5400815059373814,0.15523262186332742,-0.5370134480015609
2025-01-02 05:00:00,0.47061150000000396,0.8166274999999956,0.09560650000000237,0.13271026138637865,0.8916452246443906,0.5351389638883244,0.15913639162849177,-0.5397164881658961
2025-01-02 05:15:00,0.4668270000000092,0.8166274999999956,0.09560650000000237,0.13674303870977056,0.8927391102787623,0.5213361185125264,0.15951971453041208,-0.544448616206248
2025-01-02 05:30:00,0.4668270000000092,0.8589944999999943,0.0948131000000032,0.13271026138637865,0.894167272375444,0.5643266270095645,0.16632821573308523,-0.5073381230865702
2025-01-02 05:45:00,0.4668270000000092,0.8589944999999943,0.09702035000000109,0.13674303870977056,0.8959054737487331,0.6038685607434036,0.2204493531477948,-0.4596726908401821
2025-01-02 06:00:00,0.4668270000000092,0.8166274999999956,0.09702035000000109,0.13271026138637865,0.8980618784831503,0.6224344205545975,0.20260396527536886,-0.4566667935958142
2025-01-02 06:15:00,0.47061150000000396,0.834385999999995,0.09749940000000024,0.13271026138637865,0.9028694194619146,0.6527826334101036,0.21176779839029974,-0.45775063367377394
2025-01-02 06:30:00,0.5063205000000011,0.8166274999999956,0.09799899999999795,0.13366849171448436,0.9077889905450112,0.6626128636212056,0.20727554000738813,-0.46494785733100713
2025-01-02 06:45:00,0.5607945000000001,0.8136134999999953,0.09702035000000109,0.13271026138637865,0.9071012631578751,0.662611750816072,0.18069119622269322,-0.4901126848221773
2025-01-02 07:00:00,0.574828999999994,0.7807579999999987,0.09799899999999795,0.13136191619261695,0.9078656031838289,0.6628410252469065,0.19197456877014538,-0.4869334038806614
2025-01-02 07:15:00,0.5437884999999909,0.7546159999999986,0.09856960000000115,0.13271026138637865,0.9084563298123971,0.6584261648819884,0.1846157009060831,-0.488528649143694
2025-01-02 07:30:00,0.5047030000000063,0.7546159999999986,0.09799899999999795,0.13271026138637865,0.9090511144240662,0.6552965683893756,0.17237399620904714,-0.4894605629010538
2025-01-02 07:45:00,0.5047030000000063,0.7884725000000117,0.09799899999999795,0.13366849171448436,0.9094981594842267,0.6551932595505926,0.1300666463667368,-0.49467302061613266
2025-01-02 08:00:00,0.5289644999999865,0.7884725000000117,0.0971028500000024,0.13366849171448436,0.9112397722678248,0.6540959930835984,0.12019559041040945,-0.49207784618338674
2025-01-02 08:15:00,0.5582309999999922,0.8183210000000045,0.0971028500000024,0.1348092253050197,0.9121995623603134,0.6633525380530074,0.06384130990436081,-0.4970142798324885
2025-01-02 08:30:00,0.5780944999999917,0.8031314999999921,0.09658514999999923,0.13366849171448436,0.9131110919838582,0.6703138992565175,0.0654792032688053,-0.4987870453871822
2025-01-02 08:45:00,0.6102525000000014,0.825237499999993,0.09702035000000109,0.13366849171448436,0.9120147680298268,0.6485194483001289,-0.05064432714883696,-0.46980087636292367
2025-01-02 09:00:00,0.6198959999999971,0.825237499999993,0.09702035000000109,0.13366849171448436,0.9122819773468004,0.6510531597048259,-0.05028680502250483,-0.46715313459482294
2025-01-02 09:15:00,0.6318894999999998,0.8412975000000031,0.09702035000000109,0.13366849171448436,0.9124316927500917,0.650947443384699,-0.048382162083346336,-0.468927701834083
2025-01-02 09:30:00,0.6318894999999998,0.86493999999999,0.09799899999999795,0.13529783528090888,0.9124279386918713,0.6697124975290412,-0.04790398077933156,-0.4686393220189107
2025-01-02 09:45:00,0.657844499999996,0.8658344999999983,0.10120234999999767,0.13529783528090888,0.9129370145303689,0.6728298632001617,-0.051846258865385915,-0.47081508022607205
2025-01-02 10:00:00,0.6547549999999944,0.8658344999999983,0.10209355000000286,0.13529783528090888,0.9141071260042478,0.6747660908670979,-0.047882634693609975,-0.4687042350899797
2025-01-02 10:15:00,0.6318894999999998,0.8666435000000163,0.09856960000000115,0.13529783528090888,0.9119489763497783,0.6778088941505775,-0.05368572779896246,-0.46940194360873766
2025-01-02 10:30:00,0.650795500000001,0.8666435000000163,0.09856960000000115,0.13643856887144423,0.9023044906079573,0.7232188714116589,-0.19620406782990607,-0.5253152662665971
2025-01-02 10:45:00,0.6690594999999888,0.8817405000000136,0.10209355000000286,0.1381317056871083,0.9014545690006454,0.7259481109713012,-0.14926786846155682,-0.5149076735604226
2025-01-02 11:00:00,0.6690594999999888,0.8817405000000136,0.10209355000000286,0.1381317056871083,0.8972811938072921,0.7225539729333978,-0.1513124535497438,-0.5312078834233028
2025-01-02 11:15:00,0.6823144999999897,0.8975744999999975,0.10559459999999987,0.1379756611045444,0.893993574412216,0.73243349305755,-0.13905586137095088,-0.5434335635008091
2025-01-02 11:30:00,0.6841505000000012,0.8817405000000136,0.10811419999999927,0.14086770483740096,0.8913553742209782,0.7411164334762144,-0.138201161755445,-0.5488228985796119
2025-01-02 11:45:00,0.6841505000000012,0.8877939999999995,0.10461315000000226,0.14147745320427063,0.8875774997250923,0.7431081116878261,-0.12571061587905263,-0.544804725447561
2025-01-02 12:00:00,0.6841505000000012,0.9091110000000029,0.10461315000000226,0.14147745320427063,0.8827985339504806,0.728236530032796,-0.16722926945716096,-0.5516373145723761
2025-01-02 12:15:00,0.6722639999999984,0.9091110000000029,0.10379315000000133,0.1431705900199347,0.8783963748936525,0.7258697544724049,-0.16889600865854734,-0.5517793152537394
2025-01-02 12:30:00,0.6587609999999984,0.9117810000000048,0.10531615000000016,0.1431705900199347,0.8718652158985946,0.7121123990170473,-0.18166165073271365,-0.5463370120817009
2025-01-02 12:45:00,0.6429014999999936,0.9232224999999943,0.10322254999999814,0.14086770483740096,0.8663794602301332,0.7096111764058536,-0.18882739136631752,-0.5414324174053542
2025-01-02 13:00:00,0.5816990000000004,0.9117810000000048,0.10272390000000087,0.1431705900199347,0.8568539934931588,0.6942414786160651,-0.19314116897577469,-0.5350797597463762
2025-01-02 13:15:00,0.5331450000000046,0.9445605000000015,0.10322254999999814,0.1433266337401342,0.8458596716678705,0.6907183751259206,-0.19097816505073706,-0.5315913501503663
2025-01-02 13:30:00,0.5972969999999975,0.9117810000000048,0.10120234999999767,0.14659754613958142,0.8278969514973386,0.6905945162171303,-0.1918515083644617,-0.5485053176306677
2025-01-02 13:45:00,0.5972969999999975,0.9445605000000015,0.10209355000000286,0.148189328978944,0.8147798482051498,0.7048396644164305,-0.18190163161146508,-0.5878824363581363
2025-01-02 14:00:00,0.5972969999999975,0.9289780000000007,0.10461315000000226,0.14659754613958142,0.8204250547240484,0.7142825994238007,-0.18262582318165163,-0.5851216351751316
2025-01-02 14:15:00,0.5399869999999964,0.9289780000000007,0.10811419999999927,0.14476852910494742,0.8137834879842007,0.71209615885741,-0.18048391052689197,-0.5738945736608221
2025-01-02 14:30:00,0.5972969999999975,0.9456294999999955,0.10867144999999923,0.148189328978944,0.8054110411441268,0.7034128901393941,-0.17640114614114544,-0.5759646679493449
2025-01-02 14:45:00,0.5972969999999975,0.9456294999999955,0.10867144999999923,0.148189328978944,0.8104776159255032,0.7032101946456593,-0.17431647424844718,-0.5744662058636976
2025-01-02 15:00:00,0.5972969999999975,0.9456294999999955,0.10867144999999923,0.148189328978944,0.8194148193539951,0.7038378057075946,-0.17113763485607447,-0.5729431336259094
2025-01-02 15:15:00,0.6102525000000014,0.9483224999999962,0.10867144999999923,0.148189328978944,0.8417201882527462,0.7128232321806052,-0.18669451554174782,-0.5830271681993978
2025-01-02 15:30:00,0.5977045000000061,0.9483224999999962,0.10559459999999987,0.14803589022079322,0.8534359574222931,0.7072626508227806,-0.17721933845908658,-0.540198588768271
2025-01-02 15:45:00,0.5977045000000061,0.9991030000000052,0.11006954999999863,0.14659754613958142,0.8596860599914306,0.7163172477382399,-0.16614349119099625,-0.5232268570442071
2025-01-02 16:00:00,0.6222460000000041,0.9483224999999962,0.10867144999999923,0.14415016670744052,0.8645704702658854,0.7213120104743191,-0.16999309479865526,-0.5231069116156277
2025-01-02 16:15:00,0.6222460000000041,0.9564515000000142,0.11006954999999863,0.14659754613958142,0.8698045959755828,0.7215351101812365,-0.16760627967813993,-0.520266958690026
2025-01-02 16:30:00,0.6092905000000002,1.0051380000000165,0.10557744999999841,0.14483021811459196,0.8741222743101256,0.7323150474469509,-0.16182454575233005,-0.5251181861212516
2025-01-02 16:45:00,0.5948525000000018,0.9970089999999985,0.11006954999999863,0.1446124853847479,0.87540948432393,0.7416053478140224,-0.1622449523691014,-0.5164055637208224
2025-01-02 17:00:00,0.5994544999999931,1.0051380000000165,0.11017224999999797,0.14659754613958142,0.8782060740860171,0.7442692274014627,-0.16134339566406128,-0.5189717860045792
2025-01-02 17:15:00,0.5994544999999931,1.0051380000000165,0.11017224999999797,0.14659754613958142,0.8831505127800042,0.7444082193042699,-0.1625482592735182,-0.5200829012436556
2025-01-02 17:30:00,0.5994544999999931,1.0138280000000037,0.11106105,0.14659754613958142,0.8842901207531589,0.7392387873248274,-0.1688705499639383,-0.517147896313121
2025-01-02 17:45:00,0.6136319999999955,1.0466380000000015,0.1149539500000003,0.1446124853847479,0.8857825193067639,0.7403856728439007,-0.1749002111702443,-0.5189702132909123
2025-01-02 18:00:00,0.6191175000000015,1.0138280000000037,0.12001844999999989,0.143221576929065,0.8876964855600282,0.7371120130012072,-0.17386576554445662,-0.5176819380891576
2025-01-02 18:15:00,0.5994544999999931,0.9734230000000039,0.1257538500000024,0.1446124853847479,0.8886306287056989,0.7349277795860062,-0.17465668549577618,-0.5054437674566308
2025-01-02 18:30:00,0.6042934999999972,0.9898040000000066,0.12580965000000077,0.1413415729853007,0.8890210547726667,0.739624464559298,-0.18424102219060032,-0.4935428938665477
2025-01-02 18:45:00,0.6090164999999956,1.0352140000000034,0.13243914999999973,0.1446124853847479,0.8888666591724098,0.7303467118584162,-0.19435009924443683,-0.49526143393862554
2025-01-02 19:00:00,0.6042934999999972,1.0534515000000013,0.13243914999999973,0.14483021811459196,0.8901964166161989,0.7270422313322794,-0.19332019327289274,-0.494015784357669
2025-01-02 19:15:00,0.6090164999999956,1.0534515000000013,0.13232564999999852,0.14659754613958142,0.8887950428860996,0.5114813565106738,-0.6436442602547787,-0.49466080221473496
2025-01-02 19:30:00,0.6191175000000015,1.0877265000000023,0.13232564999999852,0.148189328978944,0.8902260966613136,0.5066992010328543,-0.6440795828979677,-0.49835714707871503
2025-01-02 19:45:00,0.6042934999999972,1.1239240000000024,0.1397121499999976,0.14483021811459196,0.891175113962149,0.5100357806097174,-0.6457335378795167,-0.49399763578133854
2025-01-02 20:00:00,0.6042934999999972,1.1836600000000104,0.1409781499999987,0.14500955940562577,0.8874795282700856,0.5078179981379394,-0.6442565311298636,-0.4946771762486264
2025-01-02 20:15:00,0.6090164999999956,1.2343070000000083,0.1384818999999986,0.14827114249573725,0.8821944487137565,0.501894249730601,-0.6437253340409435,-0.5002102666136782
2025-01-02 20:30:00,0.6196780000000075,1.2343070000000083,0.14314125000000288,0.14827114249573725,0.8834214843880787,0.5038213417697537,-0.6449876321599793,-0.5010326612859015
2025-01-02 20:45:00,0.6191175000000015,1.192874500000002,0.14718815000000163,0.15110039503263195,0.8830929552881606,0.5010759173755381,-0.646653142649163,-0.5026695092511437
2025-01-02 21:00:00,0.6136319999999955,1.192874500000002,0.15054505000000162,0.1558515596371457,0.8832275757775887,0.5114669055073636,-0.6358149649208272,-0.4808421942718813
2025-01-02 21:15:00,0.6191175000000015,1.2343070000000083,0.15054505000000162,0.15110039503263195,0.8840869724020118,0.515679189513362,-0.631265459793168,-0.47246740843763463
2025-01-02 21:30:00,0.6337125000000015,1.2655460000000076,0.149600999999997,0.15510819993186686,0.8843066415527774,0.5419184677047589,-0.6351646172976543,-0.47912880311387274
