,EE,EE_pred,resid,resid_pct
2025-01-01 01:00:00,40.7037544,43.022990792443956,-2.3192363924439547,-5.390690767252001
2025-01-01 01:15:00,40.072464,42.52271967576498,-2.4502556757649856,-5.762227097533139
2025-01-01 01:30:00,40.1382256,42.50771351705265,-2.369487917052652,-5.5742539906365325
2025-01-01 01:45:00,40.698,42.91249254583569,-2.2144925458356894,-5.160484545311242
2025-01-01 02:00:00,39.481266,42.04022790092284,-2.5589619009228386,-6.086936319549938
2025-01-01 02:15:00,39.22476,41.92142102076071,-2.6966610207607076,-6.43265651568739
2025-01-01 02:30:00,39.07958,41.8992944341851,-2.8197144341851015,-6.729742045213373
2025-01-01 02:45:00,39.3255234,42.01026927753094,-2.6847458775309363,-6.390689523541959
2025-01-01 03:00:00,38.7793655,41.84030628523925,-3.0609407852392536,-7.315770502184675
2025-01-01 03:15:00,38.9164734,40.90551301797274,-1.989039617972736,-4.862522117981524
2025-01-01 03:30:00,38.8944359,41.42285572918572,-2.5284198291857223,-6.10392447521248
2025-01-01 03:45:00,38.88022,41.71214922932246,-2.831929229322462,-6.789219164309318
2025-01-01 04:00:00,38.92022,41.83448745666165,-2.9142674566616478,-6.966184203118724
2025-01-01 04:15:00,38.5294762,41.840321883154886,-3.310845683154888,-7.913050220791562
2025-01-01 04:30:00,38.952198,41.90519302643061,-2.9529950264306066,-7.046847450548867
2025-01-01 04:45:00,39.1484337,42.00728255449989,-2.8588488544998896,-6.8056029351359335
2025-01-01 05:00:00,39.1406136,42.0039311586927,-2.8633175586926995,-6.816784714447226
2025-01-01 05:15:00,39.13279,42.00057960961514,-2.867789609615137,-6.827976271447972
2025-01-01 05:30:00,39.12497,41.997228185210204,-2.8722581852102067,-6.839161319274171
2025-01-01 05:45:00,39.1171455,41.99387726841544,-2.876731768415439,-6.850359994215384
2025-01-01 06:00:00,38.5380058,41.708743996358415,-3.170738196358414,-7.602094651028692
2025-01-01 06:15:00,38.74184,41.48052009159374,-2.7386800915937357,-6.602328238764645
2025-01-01 06:30:00,38.54234,41.332702937953854,-2.7903629379538515,-6.750981038289645
